county,city,address,date,lat,long
JEFFERSON,WAURIKA,415 1/2 NONA E,4/6/2001,,
JEFFERSON,WAURIKA,401 1/2 MORGAN ST,11/7/2004,,
JEFFERSON,WAURIKA,20447 E COUNTY ROAD 159,10/23/2006,34.711247,-99.32636
JOHNSTON,MILL CREEK,815 ZINN S,10/24/2000,34.4043,-96.8264
JOHNSTON,MILL CREEK,21124 STATE HIGHWAY 19,3/1/2002,34.898468,-98.251888
JOHNSTON,TISHOMINGO,224 EAST 1ST STREET,9/15/2000,35.710198,-96.878459
JOHNSTON,TISHOMINGO,904 WEST C STREET,11/15/2000,34.472043,-99.653074
JOHNSTON,TISHOMINGO,602 7TH E ST,10/2/2004,45.298957,-93.789251
JOHNSTON,TISHOMINGO,702 A E ST,9/17/2011,41.296299,-92.637927
JOHNSTON,WAPANUCKA,407 8TH N ST,10/14/2003,44.321779,-94.46511
KAY,BLACKWELL,406 MOORE E ST,2/13/2008,34.842388,-95.544972
KAY,BLACKWELL,109 1/2 KIMP S,1/18/2011,,
KAY,KAW CITY,208 BROADWAY S,1/13/2005,36.7664,-96.8627
KAY,NEWKIRK,112 LAFEVERS,7/9/2003,36.8824,-97.0537
KAY,PONCA CITY,901 MAYTUBBY N,7/30/2002,36.7267,-97.0667
KAY,PONCA CITY,1100 SOUTH BYRD STREET 37,9/25/2002,34.537525,-96.220512
KAY,PONCA CITY,1223 LINCOLN W,4/3/2003,36.7267,-97.0667
KAY,PONCA CITY,611 4TH N ST,8/11/2003,37.264805,-105.899193
KAY,PONCA CITY,1301 WEST COOLIDGE AVENUE,8/20/2003,36.789179,-97.29909
KAY,PONCA CITY,277 ENLOW AVENUE,2/24/2004,36.788163,-97.289399
KAY,PONCA CITY,509 NORTH 1ST STREET,2/25/2004,36.708384,-97.083247
KAY,PONCA CITY,5 TIMBERVIEW PL,5/26/2004,36.764187,-96.896641
KAY,PONCA CITY,2901 RIVERVIEW W RD,6/30/2004,36.7267,-97.0667
KAY,PONCA CITY,332 OSAGE S ST 1,11/3/2007,33.884797,-96.570289
KAY,PONCA CITY,812 GRAND W,9/23/2008,36.7267,-97.0667
KAY,PONCA CITY,410 8TH N,9/25/2008,36.7267,-97.0667
KAY,PONCA CITY,408 PALM N ST,2/16/2009,36.7267,-97.0667
KAY,PONCA CITY,213 GARY W,2/20/2009,36.7267,-97.0667
KAY,PONCA CITY,2100 UNION N ST 1201,4/3/2009,35.339002,-94.309063
KAY,PONCA CITY,5984 LAKE ROAD,8/3/2009,36.709545,-96.997452
KAY,PONCA CITY,1000 SOUTH 5TH STREET,2/21/2012,36.693973,-97.079331
KAY,TONKAWA,1314 6TH S ST,3/12/2000,43.126696,-115.710836
KAY,TONKAWA,312 PERRY S,8/10/2003,36.701319,-97.099905
KAY,TONKAWA,1006 SOUTH WAVERLY STREET,6/27/2006,36.693163,-97.103636
KINGFISHER,DOVER,FT OAKLAND ROAD,11/20/2003,33.939192,-95.979407
KINGFISHER,DOVER,209 EAST LIBERTY AVENUE,11/20/2003,36.717181,-97.081978
KINGFISHER,HENNESSEY,218 SOUTH PALM STREET,11/8/2002,36.701796,-97.092243
KIOWA,HOBART,120 NORTH OSAGE STREET,1/5/2003,36.369365,-96.00112
KIOWA,HOBART,300 FRANTZ S,12/13/2003,36.675864,-97.297107
KIOWA,MOUNTAIN PARK,9600 MAIN S,1/28/2003,34.6973,-98.9495
KIOWA,MOUNTAIN PARK,414 NORTH 7TH STREET,6/8/2004,36.6833,-97.308315
LATIMER,WILBURTON,COUNTY ROAD 290 N,4/12/2002,36.54809,-97.836957
LATIMER,WILBURTON,623 STEPHENS S,4/24/2002,35.230899,-95.539384
LATIMER,WILBURTON,11TH W ST 113D,5/1/2002,34.82895,-97.260609
LATIMER,WILBURTON,1501 D ST,9/11/2003,34.650715,-98.953794
LE FLORE,POTEAU,306 MAIN E,1/8/2004,35.565419,-97.289272
LE FLORE,SPIRO,1313 MAIN E,8/3/2011,43.535165,-79.85932
LEFLORE,ARKOMA,1209 ROCK ISLAND E,3/10/2002,34.917755,-95.294092
LEFLORE,ARKOMA,402 1/2 MAIN E,12/7/2002,,
LEFLORE,CALHOUN,18712 HUDSON CORNER ROAD,4/3/2002,35.250363,-94.761244
LEFLORE,CAMERON,29031 CABIN LANE,7/8/2003,34.888199,-94.77061
LEFLORE,CAMERON,20706 FIELDS LANE,7/24/2003,35.134,-94.5347
LEFLORE,HEAVENER,1800 SOUTH GRAY STREET,5/13/2001,35.241301,-94.443208
LEFLORE,HEAVENER,2406 PRYOR E AVE,10/20/2002,35.259751,-94.446498
LEFLORE,HEAVENER,106 ROWE AVENUE,12/5/2002,35.272091,-94.443676
LEFLORE,MUSE,22756 CEDAR RD,12/16/2003,35.014606,-94.659349
LEFLORE,PANAMA,17117 SHELLEY CARLILE DRIVE,10/21/2000,35.256859,-94.549917
LEFLORE,PANAMA,739 RIVERSIDE DR,6/22/2002,35.92402,-97.425037
LEFLORE,PANAMA,205 CHOCTAW ST,9/7/2002,35.173249,-94.671339
LEFLORE,POCOLA,203 BLACKWELL ST,5/17/2002,34.890901,-94.60958
LEFLORE,POTEAU,113 HICKMAN ST,6/13/2002,35.16986,-94.672862
LEFLORE,POTEAU,601 INDIANA S ST,7/17/2002,40.416948,-86.876569
LEFLORE,SHADY POINT,800 WASHINGTON,5/4/2001,35.1301,-94.6586
LEFLORE,SHADY POINT,310 ILLINOIS N ST,5/4/2001,35.1301,-94.6586
LEFLORE,SPIRO,606 MISSOURI,1/31/2001,35.172296,-94.670247
LEFLORE,SPIRO,803 MCKENZIE W AVE,1/31/2001,35.230896,-94.494743
LEFLORE,SPIRO,1700 CENTRAL ST,11/26/2002,35.06708,-94.619933
LEFLORE,SPIRO,704 OKLAHOMA ST,1/12/2004,35.35375,-94.439588
LINCOLN,CHANDLER,312 MAIN N ST,8/13/2010,44.07877,-103.207239
LINCOLN,WELLSTON,1 WAITS LANE RT 2828,5/23/2002,44.481651,-67.86628
LINCOLN,WELLSTON,1008 BIRCH AVE,3/26/2014,35.686762,-97.063782
LOGAN,COYLE,7706 SOUTH VASSPR ROAD,2/21/2012,35.9567,-97.2345
LOGAN,EDMOND,2217 7 W ST,2/8/2001,40.705423,-74.016345
LOGAN,GUTHRIE,707 ASH,7/19/2000,34.364998,-97.969597
LOGAN,GUTHRIE,9520 116TH W ST,12/28/2000,34.828572,-97.260885
LOGAN,GUTHRIE,1011 JEFFERSON E,1/5/2001,35.232678,-96.675906
LOGAN,GUTHRIE,404 MEADOW BACK,3/5/2001,33.898959,-94.77971
LOGAN,GUTHRIE,300 CHISOLM TRL,4/4/2001,35.62418,-101.577584
LOGAN,GUTHRIE,1023 HARRISON E,7/27/2001,35.477581,-97.168045
LOGAN,GUTHRIE,13200 ARMADILLO DR,10/6/2001,35.878872,-97.26056
LOGAN,GUTHRIE,3207 TWO CREEKS RD,6/22/2002,35.857746,-97.38559
LOGAN,GUTHRIE,10675 ARCADIA LN,7/26/2002,35.768361,-97.3424
LOGAN,GUTHRIE,817 CLEVELAND E,1/28/2003,36.184966,-86.759571
LOGAN,GUTHRIE,3701 PRAIRIE GROVE,8/17/2004,35.837994,-97.379834
LOGAN,GUTHRIE,810 PINE N ST 2,9/8/2006,38.879714,-86.490381
LOGAN,LUTHER,1403 OKLAHOMA E,6/6/2001,36.115948,-98.3036
LOGAN,MERIDIAN,10124 RIDGECREST RD,8/10/2002,35.771215,-97.397234
LOGAN,STILLWATER,5050 DAVID PAYNE RD,12/29/2000,35.82605,-97.505141
LOGAN,STILLWATER,3 OAK PARK,5/14/2001,35.876455,-97.405318
LOVE,MARIETTA,2725 TRIPLETT E RD,9/22/2000,35.826702,-97.391747
LOVE,MARIETTA,13400 TUMBLEWEED TRL,12/9/2004,35.739376,-97.367348
LOVE,OVERBROOK,2500 BLACKOAK,8/23/2001,35.822576,-97.393861
LOVE,OVERBROOK,2087 ALLEN RD,8/10/2010,35.82169,-97.400756
MAJOR,CLEO SPRINGS,821 NORTH WENTZ STREET,10/23/2003,35.886051,-97.424461
MARSHALL,ENOS,21500 A CHARTER OAK E RD,1/21/2005,34.1031,-117.8459
MARSHALL,KINGSTON,21500 B CHARTER OAK E RD,5/31/2001,33.9987,-96.7197
MARSHALL,KINGSTON,1718 YOST E RD,5/16/2003,36.203583,-97.037697
MARSHALL,KINGSTON,1202 DUNCAN S,12/17/2004,33.9987,-96.7197
MARSHALL,KINGSTON,408 2ND E ST,8/19/2005,37.849137,-112.823586
MARSHALL,KINGSTON,403 CREEK W,3/24/2006,35.816231,-95.673706
MARSHALL,OAK BROOK,1589 PIN OAK ST 17,3/24/2004,30.523243,-97.737653
MARSHALL,1778 BLACK BASS LN,8/22/2001,8/22/2001,,
MAYES,ADAIR,205 MAYTUBBY N,5/14/2003,34.235313,-96.67419
MAYES,ADAIR,206 MAYTUBBY S,9/3/2003,34.234806,-96.673744
MAYES,ADAIR,1106 GAYE ST,3/3/2004,34.008867,-96.730583
MAYES,ADAIR,1864 TWIN OAK ST,4/14/2004,28.900411,-81.223257
MAYES,CHOUTEAU,103 GUNTER E,7/11/2003,34.086758,-96.769659
MAYES,LANGLEY,4005 WEST 380 ROAD,8/30/2002,36.464,-95.0477
MAYES,LOCUST GROVE,109 NORTH HOWEY STREET,8/25/2003,36.2001,-95.1677
MAYES,LOCUST GROVE,603 EAST 8TH STREET,3/15/2006,34.777683,-96.670596
MAYES,PRYOR,34203 SOUTH 4505 ROAD,12/26/2001,36.522421,-94.979167
MAYES,PRYOR,318 MAGNOLIA,1/19/2002,35.216992,-99.869211
MAYES,PRYOR,638 EAST PAWNEE AVENUE,7/26/2002,37.592207,-101.350909
MAYES,PRYOR,407 MAYS ST,5/21/2003,31.207329,-82.34066
MAYES,PRYOR,405 RADCLIFF E,3/5/2011,36.19562,-95.165474
MAYES,SALINA,305 DELAWARE S ST,1/24/2003,35.359771,-95.262067
MAYES,VINITA,28 COTTON WOOD ST,1/21/2002,39.454366,-94.339819
MCCLAIN,BLANCHARD,210 WHITAKER N ST,7/22/2000,34.746555,-97.215063
MCCLAIN,BLANCHARD,245 NORTH 438 ROAD,1/15/2001,36.311709,-95.202506
MCCLAIN,BLANCHARD,5525 SOUTH 427,3/7/2001,36.227552,-95.40454
MCCLAIN,COLE,710 SALTWELL N ST,3/11/2001,35.92617,-94.972288
MCCLAIN,MAYSVILLE,207 COLVARD W ST,12/1/2003,34.828572,-97.260885
MCCLAIN,NEWCASTLE,444414 CENTERLANE DR,5/7/2002,35.2473,-97.5998
MCCLAIN,PURCELL,1045 HAMOND HEIGHTS,2/22/2004,35.0137,-97.3611
MCCURTAIN,BROKEN ARROW,223 MAIN N ST 3,11/13/2001,34.753683,-98.185185
MCCURTAIN,BROKEN BOW,519 BRULE W ST,11/13/2001,34.0293,-94.7391
MCCURTAIN,BROKEN BOW,110 BLANCHARD,7/19/2002,34.0293,-94.7391
MCCURTAIN,BROKEN BOW,401 HUFFMAN RD,6/17/2003,34.023928,-94.732342
MCCURTAIN,BROKEN BOW,109 MINOR CIRCLE,9/22/2004,34.033171,-94.730311
MCCURTAIN,BROKEN BOW,704 DIERKS,3/17/2005,34.033803,-94.734355
MCCURTAIN,BROKEN BOW,901 DIERKS N,10/12/2005,34.03561,-94.735015
MCCURTAIN,BROKEN BOW,409 1/2 PARK N DR,4/23/2008,,
MCCURTAIN,BROKEN BOW,GIBSON RD 107,9/22/2011,34.011464,-94.730945
MCCURTAIN,EAGLETOWN,702 CHOCTAW W,10/7/2003,33.930055,-96.435033
MCCURTAIN,EAGLETOWN,11 VAUGHN DRIVE,8/9/2004,34.027833,-94.74459
MCCURTAIN,HAWORTH,299 CAMP ST,10/7/2002,29.951103,-90.068772
MCCURTAIN,IDABEL,403 OAK STREET,7/13/2004,33.845835,-94.655978
MCCURTAIN,IDABEL,5 PARK SE DR,3/30/2011,34.170103,-97.117961
MCCURTAIN,MILLERTON,5 PARLE SE DR,3/6/2002,33.9859,-95.0136
MCCURTAIN,MT HERMAN COMMUNITY 1400 14TH SE ST,10/23/2003,10/23/2003,,
MCCURTAIN,RINGOLD,14 CENTRAL N,10/17/2004,35.869699,-96.964821
MCCURTAIN,RINGOLD,1604 HERRON ST,6/1/2006,33.880283,-94.817918
MCINTOSH,EUFAULA,121027 S 4156 ROAD,3/9/2015,35.2873,-95.5825
MUSKOGEE,FORT GIBSON,102 2ND STREET,6/28/2009,36.592674,-101.632389
MUSKOGEE,HASKELL,405 WEST MAPLE STREET,9/18/2002,35.288754,-97.817227
MUSKOGEE,HASKELL,317 JACKSON N ST,9/29/2009,34.746555,-97.215063
MUSKOGEE,MUSKOGEE,1527 10 E HWY,1/9/2000,35.766774,-95.208495
MUSKOGEE,MUSKOGEE,494 2 MILE N RD,2/2/2000,26.248267,-98.373712
MUSKOGEE,MUSKOGEE,1430 POPLAR E SR,9/26/2000,35.663,-95.3928
MUSKOGEE,MUSKOGEE,715 SHADY ST,11/7/2000,35.803514,-95.244747
MUSKOGEE,MUSKOGEE,1454 EAST POPULAR,11/30/2000,35.663,-95.3928
MUSKOGEE,MUSKOGEE,1107 EAST PIERCE STREET,5/7/2001,41.269836,-95.833511
MUSKOGEE,MUSKOGEE,304 SEMINOLE S ST,2/20/2002,35.761649,-95.552143
MUSKOGEE,MUSKOGEE,502 WEST SKELLY 708,5/14/2002,35.813026,-95.679357
MUSKOGEE,MUSKOGEE,603 DAYTON ST,6/22/2002,35.748494,-95.359896
MUSKOGEE,MUSKOGEE,2417 CHEROKEE S,7/2/2002,35.509245,-98.246413
MUSKOGEE,MUSKOGEE,4421 DENISON ST,7/10/2002,35.757693,-95.416431
MUSKOGEE,MUSKOGEE,1630 CENTER LN,10/3/2002,35.731532,-95.353082
MUSKOGEE,MUSKOGEE,709 K N ST,10/3/2002,35.130819,-95.369716
MUSKOGEE,MUSKOGEE,714 21ST S ST,10/28/2002,36.133342,-95.981033
MUSKOGEE,MUSKOGEE,950 32ND S 205A,12/20/2002,35.743955,-96.07575
MUSKOGEE,MUSKOGEE,1516 DENVER ST,2/28/2003,35.751188,-95.388269
MUSKOGEE,MUSKOGEE,815 DENVER ST,4/3/2003,36.33324,-96.807469
MUSKOGEE,MUSKOGEE,2328 FREDONIA ST,4/11/2003,35.746781,-95.339526
MUSKOGEE,MUSKOGEE,2707 OKLAHOMA ST,4/11/2003,35.757107,-95.39732
MUSKOGEE,MUSKOGEE,1606 CHESTNUT ST,5/15/2003,35.762483,-95.34708
MUSKOGEE,MUSKOGEE,2000 BROCKWAY ST,6/26/2003,35.767059,-95.339556
MUSKOGEE,MUSKOGEE,1510 ASH ST,10/9/2003,35.761459,-95.352077
MUSKOGEE,MUSKOGEE,808 CROMWELL ST,11/3/2003,35.761492,-95.353672
MUSKOGEE,MUSKOGEE,1932 BALTIMORE AVE,1/14/2004,35.738499,-95.347324
MUSKOGEE,MUSKOGEE,540 HARRIS W RD,2/28/2004,34.002214,-95.086268
MUSKOGEE,MUSKOGEE,1418 CHERRY ST,3/3/2004,35.759779,-95.351558
MUSKOGEE,MUSKOGEE,759 93RD SOUTH W ST,4/14/2004,35.622673,-95.389619
MUSKOGEE,MUSKOGEE,952 32ND S ST 28,4/15/2004,33.99975,-95.095365
MUSKOGEE,MUSKOGEE,403 AUGUSTA W ST,8/31/2004,34.828572,-97.260885
MUSKOGEE,MUSKOGEE,1522 CHERRY ST,8/31/2004,35.761082,-95.351557
MUSKOGEE,MUSKOGEE,1911 24 S ST,10/17/2004,33.999729,-95.09527
MUSKOGEE,MUSKOGEE,2705 OKLAHOMA W ST,11/23/2004,35.757107,-95.397298
MUSKOGEE,MUSKOGEE,1108 WOOD ST,3/8/2005,35.732341,-95.360456
MUSKOGEE,MUSKOGEE,827 YORK S ST 9,3/11/2005,33.999714,-95.094711
MUSKOGEE,MUSKOGEE,712 DAYTON ST,4/19/2005,35.748202,-95.358464
MUSKOGEE,MUSKOGEE,214 GENEVA ST,10/4/2005,35.737927,-95.360882
MUSKOGEE,MUSKOGEE,321 3RD S ST,10/14/2005,37.253353,-105.905126
MUSKOGEE,MUSKOGEE,1508 CHERRY ST,1/4/2006,35.760835,-95.351557
MUSKOGEE,MUSKOGEE,4027 OKLAHOMA,1/17/2006,35.756789,-95.411968
MUSKOGEE,MUSKOGEE,1510 BOSTON W ST,8/3/2006,34.828572,-97.260885
MUSKOGEE,MUSKOGEE,3231 CHEROKEE S ST 17,9/12/2006,33.884794,-96.570007
MUSKOGEE,MUSKOGEE,300 40TH N ST 411,2/19/2008,35.745854,-95.351312
MUSKOGEE,MUSKOGEE,820 MISSOURI,2/9/2009,35.735932,-95.355276
MUSKOGEE,MUSKOGEE,1516 DENVER W,4/14/2009,35.751188,-95.388269
MUSKOGEE,MUSKOGEE,2129 FREDONIA,5/6/2009,35.746728,-95.344211
MUSKOGEE,MUSKOGEE,910 OSAGE ST,6/10/2009,35.734782,-95.35054
MUSKOGEE,MUSKOGEE,2821 WEST 39TH STREET,6/12/2009,35.70218,-95.39879
MUSKOGEE,MUSKOGEE,1814 FOX LN,6/28/2009,35.692531,-95.34755
MUSKOGEE,MUSKOGEE,1000 23RD S,9/21/2009,35.726015,-95.387523
MUSKOGEE,MUSKOGEE,4941 EAST 103RD ST S STREET,9/23/2009,35.609829,-95.297345
MUSKOGEE,MUSKOGEE,2110 WEST BROADWAY STREET,10/7/2009,35.756072,-95.39108
MUSKOGEE,MUSKOGEE,2120 HAYES STREET,10/11/2009,35.750041,-95.343014
MUSKOGEE,MUSKOGEE,2129 EAST OKMULGEE AVENUE,11/8/2009,35.738674,-95.344397
MUSKOGEE,MUSKOGEE,6301 OKLAHOMA,11/17/2009,35.751974,-95.380899
MUSKOGEE,MUSKOGEE,2200 ELMIRA STREET,11/25/2009,35.74576,-95.342638
MUSKOGEE,MUSKOGEE,1324 SUMMIT STREET,11/26/2009,35.757874,-95.349444
MUSKOGEE,MUSKOGEE,512 GALVESTON STREET,12/30/2009,35.751477,-95.359805
MUSKOGEE,MUSKOGEE,1708 SOUTH CHEROKEE STREET,1/4/2010,35.728659,-95.375713
MUSKOGEE,MUSKOGEE,4210 SOUTH WOODLAND ROAD,1/17/2010,35.698419,-95.251231
MUSKOGEE,MUSKOGEE,607 MARIETTA STREET,1/20/2010,35.734374,-95.386983
MUSKOGEE,MUSKOGEE,1206 EAST AUGUSTA STREET,1/22/2010,35.733255,-95.359319
MUSKOGEE,MUSKOGEE,1203 EAST BROADWAY STREET,2/17/2010,34.637779,-99.319331
MUSKOGEE,MUSKOGEE,130 EAST SMITH FERRY ROAD,4/14/2010,35.697412,-95.374373
MUSKOGEE,MUSKOGEE,628 SOUTH B STREET,4/15/2010,35.741279,-95.368783
MUSKOGEE,MUSKOGEE,8TH SOUTH COURT STREET,5/31/2010,35.75738,-95.388164
MUSKOGEE,MUSKOGEE,3504 FONDULAC STREET,6/17/2010,35.765863,-95.406224
MUSKOGEE,MUSKOGEE,2423 CAROLYN STREET,6/24/2010,35.747798,-95.39396
MUSKOGEE,MUSKOGEE,832 SOUTH F STREET,7/17/2010,35.737761,-95.364623
MUSKOGEE,MUSKOGEE,5207 DENISON STREET,7/26/2010,35.75771,-95.426481
MUSKOGEE,MUSKOGEE,214 GENEVA STREET,7/27/2010,35.737927,-95.360882
MUSKOGEE,MUSKOGEE,1821 NORTH YORK STREET 1,8/7/2010,35.765089,-95.340751
MUSKOGEE,MUSKOGEE,2203 WARD STREET,9/8/2010,35.765659,-95.341784
MUSKOGEE,MUSKOGEE,301 BALTIMORE STREET,9/29/2010,35.737954,-95.345886
MUSKOGEE,MUSKOGEE,1120 FITE STREET,10/11/2010,35.72698,-95.360291
MUSKOGEE,MUSKOGEE,721 NORTH G STREET,10/21/2010,35.751343,-95.357703
MUSKOGEE,MUSKOGEE,2911 SOUTH YORK,10/26/2010,35.716782,-95.340331
MUSKOGEE,MUSKOGEE,808 HAMILTON STREET,11/10/2010,35.737015,-95.361589
MUSKOGEE,MUSKOGEE,1706 SOUTH CHEROKEE STREET,11/17/2010,35.728865,-95.375711
MUSKOGEE,MUSKOGEE,5103 WEST BROADWAY STREET 4,12/8/2010,35.755858,-95.425755
MUSKOGEE,MUSKOGEE,911 CHOCTAW STREET,12/15/2010,35.734773,-95.352945
MUSKOGEE,MUSKOGEE,1428 CHERRY STREET,1/12/2011,35.760439,-95.351554
MUSKOGEE,MUSKOGEE,2423 CAROLYN AVENUE,1/14/2011,35.747798,-95.39396
MUSKOGEE,MUSKOGEE,529 FRANKFORT,1/22/2011,35.742052,-95.368586
MUSKOGEE,MUSKOGEE,4031 OKLAHOMA STREET,1/22/2011,35.756791,-95.412027
MUSKOGEE,MUSKOGEE,10750 WEST 43RD SOUTH STREET,1/25/2011,35.698693,-95.522651
MUSKOGEE,MUSKOGEE,2316 FREDONIA STREET,3/10/2011,35.746774,-95.339889
MUSKOGEE,MUSKOGEE,325 NORTH 7TH STREET,9/15/2011,35.75341,-95.376253
MUSKOGEE,MUSKOGEE,205 GOLF LANE,9/22/2011,40.62723,-73.685514
MUSKOGEE,MUSKOGEE,4014 WEST 73RD STREET,9/25/2011,35.65356,-95.415107
MUSKOGEE,MUSKOGEE,725 SOUTH S 24TH ST,11/4/2013,35.744965,-95.393828
MUSKOGEE,MUSKOGEE,2401 CHICAGO ST STREET,3/28/2014,35.774437,-95.364904
MUSKOGEE,OKTAHA,2121 NORTH MAIN STREET APT # 201,11/11/2009,,
MUSKOGEE,OKTAHA,1015 EASTSIDE BOULEVARD,10/7/2010,35.755037,-95.354777
MUSKOGEE,OKTAHA,1611 WEST BROADWAY,1/31/2011,36.36565,-95.844577
MUSKOGEE,WARNER,1613 DORCHESTER STREET,6/13/2002,27.000254,-82.108386
MUSKOGEE,WARNER,1613 ROCHESTER STREET,6/15/2010,42.914773,-77.610804
MUSKOGEE,WARNER,519 SOUTH CREEK STREET,10/6/2010,36.365029,-96.022815
MUSKOGEE,WEBBERS FALLS,1408 CALLAHAN STREET,9/2/2009,35.744414,-95.352022
MUSKOGEE,WEBBERS FALLS,2420 ELGIN STREET,2/25/2010,35.75006,-95.393984
MUSKOGEE,WEBBERS FALLS,109 WEST COMMERCIAL STREET,2/8/2012,36.051392,-95.792028
NOBLE,GLENCOE,2016 DENVER STREET,7/25/2011,35.751057,-95.389656
NOBLE,PERRY,9862 SOUTH 24TH WEST STREET,8/17/2004,35.616619,-95.391244
NOBLE,PERRY,414 JACKSON,12/29/2011,36.294179,-97.283045
NOBLE,RED ROCK,509 CEMETARY ROAD,8/21/2010,35.319617,-97.937539
NOBLE,STILLWATER,408 MILLARD STREET LOT 8,1/5/2004,35.580136,-95.47449
NOBLE,STILLWATER,303 5TH AVE,3/9/2011,36.116741,-97.061349
NOWATA,DELAWARE,1300 64 HIGHWAY 6B,5/9/2010,35.330473,-93.254877
OKFUSKEE,PADEN,104 ALVIN ROAD,12/28/2006,36.481392,-97.066978
OKFUSKEE,WELEETKA,912 SEMINOLE W,9/8/2002,35.335435,-96.136749
OKFUSKEE,WELEETKA,18605 DEER RIDGE LANE,2/6/2003,36.213579,-97.147982
OKFUSKEE,WELEETKA,114 OSAGE STREET,3/2/2003,36.595309,-94.764507
OKLAHOMA,ARCADIA,229 NORTH MAPLE,9/2/2004,36.692043,-97.558147
OKLAHOMA,BETHANY,123 STANLEY,12/15/2000,35.288309,-99.135861
OKLAHOMA,BETHANY,5010 RIVER N DR,7/2/2001,44.999979,-123.026629
OKLAHOMA,BETHANY,122 CHACTAW N,9/11/2004,35.5187,-97.6323
OKLAHOMA,CHOCTAW,9800 SKY RIDGE,3/20/2002,35.627033,-97.274316
OKLAHOMA,CHOCTAW,13501 SOUTHEAST 29TH STREET 134,11/1/2012,35.437222,-97.2895
OKLAHOMA,DEL CITY,515 SOUTHEAST CREEK AVENUE,2/27/2000,35.442,-97.4409
OKLAHOMA,DEL CITY,6214 33RD NW ST C,8/4/2000,35.442,-97.4409
OKLAHOMA,DEL CITY,5203 MUELLER,3/8/2001,35.442,-97.4409
OKLAHOMA,DEL CITY,6706 24TH NW ST,3/28/2001,35.442,-97.4409
OKLAHOMA,DEL CITY,6607 32 NW,3/31/2001,35.442,-97.4409
OKLAHOMA,DEL CITY,7223 45TH NW ST,7/3/2001,35.442,-97.4409
OKLAHOMA,DEL CITY,4102 COUNCIL N 4,8/17/2001,35.442,-97.4409
OKLAHOMA,DEL CITY,3108 CHOCTAW S RD,10/9/2001,35.442,-97.4409
OKLAHOMA,DEL CITY,2808 CLARK ST,1/15/2002,35.982418,-94.565746
OKLAHOMA,DEL CITY,4720 CHOCTAW S RD,5/1/2002,35.442,-97.4409
OKLAHOMA,EDMOND,721 SOONER S RD,12/28/2000,35.457186,-97.424184
OKLAHOMA,EDMOND,4304 VICKIE S,1/24/2001,35.423522,-97.43222
OKLAHOMA,EDMOND,3029 DEL RANCHO,1/23/2004,35.45297,-97.457835
OKLAHOMA,EDMOND,4415 1/2 RENO E,7/9/2004,,
OKLAHOMA,EDMOND,4748 26TH SE ST,9/1/2004,47.024267,-122.82136
OKLAHOMA,EDMOND,1305 MALLARD DR,12/21/2004,35.447689,-97.450089
OKLAHOMA,EDMOND,4208 28TH SE ST,5/31/2006,43.981784,-92.395292
OKLAHOMA,HARRAH,4773 26 SE ST,1/12/2001,41.883657,-71.089643
OKLAHOMA,HARRAH,3912 LAMAR,5/17/2001,35.426885,-97.425294
OKLAHOMA,HARRAH,21 EASTBROOK DR,3/15/2002,35.463564,-97.456708
OKLAHOMA,HARRAH,4409 SYCAMORE LN,4/28/2002,35.673878,-97.422428
OKLAHOMA,HARRAH,1412 PADDOCK,2/4/2006,35.625508,-97.461382
OKLAHOMA,LUTHER,601 VISTA LANE S 80,10/14/2000,30.323432,-81.751968
OKLAHOMA,LUTHER,14 WOODLAND W DR,7/11/2001,35.497899,-92.077783
OKLAHOMA,LUTHER,1202 BLACKWELDER N,3/10/2006,35.6596,-97.1941
OKLAHOMA,MIDWEST CITY,10101 BLANCHE LN,1/12/2000,35.4495,-97.3967
OKLAHOMA,MIDWEST CITY,225 EAST EDWARDS STREET,7/9/2000,35.658322,-97.476746
OKLAHOMA,MIDWEST CITY,1237 PEBBLY N RD,8/9/2000,35.4495,-97.3967
OKLAHOMA,MIDWEST CITY,19 LIBERTY LANE,9/26/2000,35.442831,-97.194028
OKLAHOMA,MIDWEST CITY,23901 LYNN LN,7/1/2001,35.4495,-97.3967
OKLAHOMA,MIDWEST CITY,19796 NORTHEAST 23RD,7/10/2001,35.492032,-97.180425
OKLAHOMA,MIDWEST CITY,13925 HARRAH N RD,8/18/2001,35.4495,-97.3967
OKLAHOMA,MIDWEST CITY,17501 HOGBACK N RD,9/25/2001,35.4495,-97.3967
OKLAHOMA,MIDWEST CITY,21420 BOWMAN RD,3/12/2002,35.628453,-97.150227
OKLAHOMA,MIDWEST CITY,1317 AVERY,3/21/2002,35.4495,-97.3967
OKLAHOMA,MIDWEST CITY,327 CAMPBELL W DR,7/21/2002,35.4495,-97.3967
OKLAHOMA,MIDWEST CITY,1400 CHRISTINE DR,8/22/2002,35.482378,-97.358671
OKLAHOMA,MIDWEST CITY,1419 MIDWEST N BLVD 135,10/19/2002,35.656725,-97.478306
OKLAHOMA,MIDWEST CITY,929 LOCUST N LN,11/13/2002,35.476093,-97.384439
OKLAHOMA,MIDWEST CITY,8819 WINDY HOLLOW DR 41,2/19/2003,35.477033,-97.374881
OKLAHOMA,MIDWEST CITY,605 FOSTER PL,4/9/2003,35.443208,-97.410257
OKLAHOMA,MIDWEST CITY,902 ROSE E,4/25/2003,35.4495,-97.3967
OKLAHOMA,MIDWEST CITY,713 PALMER DR,6/16/2003,35.443003,-97.387604
